"","Spp_ID","Binomial","No.Records","No.Localities","Body_mass.g.n","Body_mass.g.mean","Body_mass.g.sd","Body_mass.g.median","Body_mass.g.min","Body_mass.g.max","Body_mass.g.se","Body_length.mm.n","Body_length.mm.mean","Body_length.mm.sd","Body_length.mm.median","Body_length.mm.min","Body_length.mm.max","Body_length.mm.se","Wing_length.mm.n","Wing_length.mm.mean","Wing_length.mm.sd","Wing_length.mm.median","Wing_length.mm.min","Wing_length.mm.max","Wing_length.mm.se","Tail_length.mm.n","Tail_length.mm.mean","Tail_length.mm.sd","Tail_length.mm.median","Tail_length.mm.min","Tail_length.mm.max","Tail_length.mm.se","Tarsus_length.mm.n","Tarsus_length.mm.mean","Tarsus_length.mm.sd","Tarsus_length.mm.median","Tarsus_length.mm.min","Tarsus_length.mm.max","Tarsus_length.mm.se","Bill_length.mm.n","Bill_length.mm.mean","Bill_length.mm.sd","Bill_length.mm.median","Bill_length.mm.min","Bill_length.mm.max","Bill_length.mm.se","Bill_depth.mm.n","Bill_depth.mm.mean","Bill_depth.mm.sd","Bill_depth.mm.median","Bill_depth.mm.min","Bill_depth.mm.max","Bill_depth.mm.se","Bill_width.mm.n","Bill_width.mm.mean","Bill_width.mm.sd","Bill_width.mm.median","Bill_width.mm.min","Bill_width.mm.max","Bill_width.mm.se"
"587",587,"Sporophila sp.",3,2,2,8.7,0.49,8.7,8.35,9.04,0.34,0,NA,NA,NA,Inf,-Inf,NA,3,55.27,1.6,55.4,53.6,56.8,0.93,3,45.47,2.57,45.1,43.1,48.2,1.48,3,16.4,2.1,15.9,14.6,18.7,1.21,3,10.37,0.29,10.2,10.2,10.7,0.17,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"588",588,"Suiriri suiriri",3,2,3,21.67,2.08,21,20,24,1.2,3,164.33,9.81,170,153,170,5.67,1,74,NA,74,74,74,NA,1,84,NA,84,84,84,NA,1,21.4,NA,21.4,21.4,21.4,NA,1,16,NA,16,16,16,NA,1,5.43,NA,5.43,5.43,5.43,NA,1,7.21,NA,7.21,7.21,7.21,NA
"589",589,"Synallaxis albescens",3,3,3,11.67,1.53,12,10,13,0.88,3,155,17.35,164,135,166,10.02,1,53.2,NA,53.2,53.2,53.2,NA,1,70.8,NA,70.8,70.8,70.8,NA,1,18,NA,18,18,18,NA,1,13,NA,13,13,13,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"590",590,"Syndactyla dimidiata",3,2,3,27.83,3.55,28.5,24,31,2.05,3,172.33,3.21,171,170,176,1.86,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"591",591,"Zimmerius acer",3,2,3,7.5,0.5,7.5,7,8,0.29,3,98.83,3.34,97,96.81,102.69,1.93,1,44,NA,44,44,44,NA,3,37.94,4.47,35.73,35,43.09,2.58,1,15.1,NA,15.1,15.1,15.1,NA,3,10.37,1.91,10.08,8.62,12.4,1.1,3,3.53,0.07,3.51,3.47,3.6,0.04,3,6.37,0.65,6.41,5.71,7,0.37
"592",592,"Accipiter bicolor",2,2,2,301,29.7,301,280,322,21,2,430.5,17.68,430.5,418,443,12.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"593",593,"Aramides mangle",2,2,1,205,NA,205,205,205,NA,2,290,63.64,290,245,335,45,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,1,37.29,NA,37.29,37.29,37.29,NA,1,10.9,NA,10.9,10.9,10.9,NA,1,11.65,NA,11.65,11.65,11.65,NA
"594",594,"Aramus guarauna",2,2,2,1037,89.1,1037,974,1100,63,2,735,106.07,735,660,810,75,2,322.5,10.61,322.5,315,330,7.5,2,151.5,26.16,151.5,133,170,18.5,2,119.3,8.06,119.3,113.6,125,5.7,1,117.1,NA,117.1,117.1,117.1,NA,1,22.5,NA,22.5,22.5,22.5,NA,1,19.3,NA,19.3,19.3,19.3,NA
"595",595,"Ardea alba",2,2,1,1070,NA,1070,1070,1070,NA,1,1030,NA,1030,1030,1030,NA,1,392,NA,392,392,392,NA,1,155,NA,155,155,155,NA,1,155,NA,155,155,155,NA,1,128,NA,128,128,128,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"596",596,"Attila spadiceus",2,2,1,41,NA,41,41,41,NA,2,190,15.56,190,179,201,11,0,NA,NA,NA,Inf,-Inf,NA,2,74.2,0.41,74.2,73.91,74.49,0.29,0,NA,NA,NA,Inf,-Inf,NA,2,23.07,0.91,23.07,22.43,23.71,0.64,2,6.87,0.16,6.87,6.75,6.98,0.12,2,12.86,0.78,12.86,12.3,13.41,0.55
"597",597,"Augastes lumachella",2,2,2,4.2,0,4.2,4.2,4.2,0,2,98.5,6.36,98.5,94,103,4.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"598",598,"Bubulcus ibis",2,2,2,327.5,10.61,327.5,320,335,7.5,2,462.5,3.54,462.5,460,465,2.5,1,230,NA,230,230,230,NA,1,95,NA,95,95,95,NA,1,72,NA,72,72,72,NA,0,NA,NA,NA,Inf,-Inf,NA,1,12,NA,12,12,12,NA,1,16.2,NA,16.2,16.2,16.2,NA
"599",599,"Butorides striata",2,2,2,178,39.6,178,150,206,28,2,395,120.21,395,310,480,85,2,168.5,4.95,168.5,165,172,3.5,2,69.5,23.33,69.5,53,86,16.5,2,45.05,0.07,45.05,45,45.1,0.05,1,56.3,NA,56.3,56.3,56.3,NA,2,13.15,0.07,13.15,13.1,13.2,0.05,2,14,4.67,14,10.7,17.3,3.3
"600",600,"Campephilus melanoleucos",2,2,1,210,NA,210,210,210,NA,1,332,NA,332,332,332,NA,1,157,NA,157,157,157,NA,1,90.5,NA,90.5,90.5,90.5,NA,1,34.2,NA,34.2,34.2,34.2,NA,1,48.5,NA,48.5,48.5,48.5,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"601",601,"Campephilus robustus",2,2,1,192,NA,192,192,192,NA,1,336,NA,336,336,336,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"602",602,"Chaetura brachyura",2,2,1,20.5,NA,20.5,20.5,20.5,NA,2,100,2.83,100,98,102,2,0,NA,NA,NA,Inf,-Inf,NA,2,34.22,3.63,34.22,31.65,36.79,2.57,0,NA,NA,NA,Inf,-Inf,NA,2,6.41,0.47,6.41,6.07,6.74,0.33,2,2.37,0.17,2.37,2.25,2.49,0.12,2,8.91,0.32,8.91,8.69,9.14,0.23
"603",603,"Charadrius collaris",2,2,2,30.5,2.12,30.5,29,32,1.5,2,144.5,3.54,144.5,142,147,2.5,1,105,NA,105,105,105,NA,1,57,NA,57,57,57,NA,1,30.3,NA,30.3,30.3,30.3,NA,0,NA,NA,NA,Inf,-Inf,NA,1,5.2,NA,5.2,5.2,5.2,NA,1,5.3,NA,5.3,5.3,5.3,NA
"604",604,"Chlorophonia cyanea",2,2,2,14.15,2.33,14.15,12.5,15.8,1.65,2,119,2.83,119,117,121,2,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"605",605,"Conirostrum bicolor",2,2,1,12,NA,12,12,12,NA,2,118.59,16.14,118.59,107.18,130,11.41,0,NA,NA,NA,Inf,-Inf,NA,1,47.42,NA,47.42,47.42,47.42,NA,0,NA,NA,NA,Inf,-Inf,NA,1,14.24,NA,14.24,14.24,14.24,NA,1,4.14,NA,4.14,4.14,4.14,NA,1,6.38,NA,6.38,6.38,6.38,NA
"606",606,"Culicivora caudacuta",2,1,2,6.05,0.49,6.05,5.7,6.4,0.35,2,113,2.83,113,111,115,2,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"607",607,"Diopsittaca nobilis",2,1,2,159.5,6.36,159.5,155,164,4.5,2,517,33.94,517,493,541,24,0,NA,NA,NA,Inf,-Inf,NA,2,150,2.83,150,148,152,2,0,NA,NA,NA,Inf,-Inf,NA,2,28.7,0.14,28.7,28.6,28.8,0.1,2,34.25,0.21,34.25,34.1,34.4,0.15,2,20.8,1.13,20.8,20,21.6,0.8
"608",608,"Formicivora iheringi",2,2,2,9.38,1.59,9.38,8.25,10.5,1.12,2,123.5,2.12,123.5,122,125,1.5,1,55,NA,55,55,55,NA,1,50,NA,50,50,50,NA,1,23.2,NA,23.2,23.2,23.2,NA,1,15,NA,15,15,15,NA,1,4.9,NA,4.9,4.9,4.9,NA,1,8.3,NA,8.3,8.3,8.3,NA
"609",609,"Gallinago paraguaiae",2,2,2,102.5,45.96,102.5,70,135,32.5,2,265.5,34.65,265.5,241,290,24.5,1,127,NA,127,127,127,NA,2,53.25,1.06,53.25,52.5,54,0.75,1,38.7,NA,38.7,38.7,38.7,NA,1,81.1,NA,81.1,81.1,81.1,NA,1,10.2,NA,10.2,10.2,10.2,NA,1,5.4,NA,5.4,5.4,5.4,NA
"610",610,"Haematopus palliatus",2,1,2,38.5,2.12,38.5,37,40,1.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,23.95,3.32,23.95,21.6,26.3,2.35,2,15.8,0.42,15.8,15.5,16.1,0.3,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"611",611,"Hemitriccus sp.",2,2,1,7,NA,7,7,7,NA,2,85.5,0.71,85.5,85,86,0.5,2,46.5,0.71,46.5,46,47,0.5,2,34,1.41,34,33,35,1,2,18.05,0.07,18.05,18,18.1,0.05,2,12.45,1.34,12.45,11.5,13.4,0.95,2,2.9,0.42,2.9,2.6,3.2,0.3,2,7.15,0.92,7.15,6.5,7.8,0.65
"612",612,"Heterospizias meridionalis",2,2,2,775,35.36,775,750,800,25,2,520.5,71.42,520.5,470,571,50.5,1,425,NA,425,425,425,NA,1,207,NA,207,207,207,NA,1,110,NA,110,110,110,NA,1,38.6,NA,38.6,38.6,38.6,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"613",613,"Hylopezus ochroleucus",2,1,2,29,1.41,29,28,30,1,2,147.5,3.54,147.5,145,150,2.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"614",614,"Hypoedaleus guttatus",2,2,1,37,NA,37,37,37,NA,2,212.5,13.44,212.5,203,222,9.5,1,82,NA,82,82,82,NA,2,99,4.24,99,96,102,3,2,28.5,3.54,28.5,26,31,2.5,1,17,NA,17,17,17,NA,1,10,NA,10,10,10,NA,1,14,NA,14,14,14,NA
"615",615,"Jacana jacana",2,2,2,90,4.24,90,87,93,3,2,223,2.83,223,221,225,2,1,121,NA,121,121,121,NA,1,46.5,NA,46.5,46.5,46.5,NA,1,42.3,NA,42.3,42.3,42.3,NA,1,28,NA,28,28,28,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"616",616,"Laterallus exilis",2,2,2,35.75,7.42,35.75,30.5,41,5.25,2,147.5,6.36,147.5,143,152,4.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,1,15.83,NA,15.83,15.83,15.83,NA,1,6.87,NA,6.87,6.87,6.87,NA,1,6.12,NA,6.12,6.12,6.12,NA
"617",617,"Lipaugus vociferans",2,1,1,36,NA,36,36,36,NA,2,252,16.97,252,240,264,12,0,NA,NA,NA,Inf,-Inf,NA,2,99.5,10.61,99.5,92,107,7.5,0,NA,NA,NA,Inf,-Inf,NA,2,28.5,2.12,28.5,27,30,1.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"618",618,"Megascops atricapilla",2,2,1,120,NA,120,120,120,NA,1,270,NA,270,270,270,NA,0,NA,NA,NA,Inf,-Inf,NA,2,105.05,0.07,105.05,105,105.1,0.05,0,NA,NA,NA,Inf,-Inf,NA,2,20.55,3.46,20.55,18.1,23,2.45,1,11.95,NA,11.95,11.95,11.95,NA,1,22.3,NA,22.3,22.3,22.3,NA
"619",619,"Melanerpes flavifrons",2,2,2,56,5.66,56,52,60,4,2,211,12.73,211,202,220,9,2,112.5,10.61,112.5,105,120,7.5,2,80,0,80,80,80,0,2,21.15,1.63,21.15,20,22.3,1.15,0,NA,NA,NA,Inf,-Inf,NA,2,8.85,1.63,8.85,7.7,10,1.15,2,12.2,2.55,12.2,10.4,14,1.8
"620",620,"Micrastur semitorquatus",2,2,2,441,369.11,441,180,702,261,2,457.5,130.81,457.5,365,550,92.5,2,217.5,74.25,217.5,165,270,52.5,2,243,76.37,243,189,297,54,2,84.95,22.42,84.95,69.1,100.8,15.85,0,NA,NA,NA,Inf,-Inf,NA,2,16.95,9.26,16.95,10.4,23.5,6.55,2,23.15,0.92,23.15,22.5,23.8,0.65
"621",621,"Nannopterum brasilianus",2,2,2,1218,2.83,1218,1216,1220,2,2,705,21.21,705,690,720,15,1,290,NA,290,290,290,NA,1,200,NA,200,200,200,NA,1,61,NA,61,61,61,NA,0,NA,NA,NA,Inf,-Inf,NA,1,14.5,NA,14.5,14.5,14.5,NA,1,29,NA,29,29,29,NA
"622",622,"Nomonyx dominicus",2,1,2,402,50.91,402,366,438,36,2,351,15.56,351,340,362,11,1,140,NA,140,140,140,NA,2,80,2.83,80,78,82,2,2,34.05,2.05,34.05,32.6,35.5,1.45,0,NA,NA,NA,Inf,-Inf,NA,2,21.55,1.34,21.55,20.6,22.5,0.95,2,17.15,1.48,17.15,16.1,18.2,1.05
"623",623,"Nyctidromus hirundinaceus",2,2,2,42,21.21,42,27,57,15,2,195,106.07,195,120,270,75,1,116,NA,116,116,116,NA,1,145,NA,145,145,145,NA,1,24.4,NA,24.4,24.4,24.4,NA,1,13,NA,13,13,13,NA,1,4,NA,4,4,4,NA,1,29.8,NA,29.8,29.8,29.8,NA
"624",624,"Pardirallus maculatus",2,2,2,141,24.04,141,124,158,17,2,249.5,19.09,249.5,236,263,13.5,2,125.5,6.36,125.5,121,130,4.5,2,59.15,18.17,59.15,46.3,72,12.85,2,43.15,0.21,43.15,43,43.3,0.15,0,NA,NA,NA,Inf,-Inf,NA,2,13.45,2.05,13.45,12,14.9,1.45,2,10.2,3.11,10.2,8,12.4,2.2
"625",625,"Paroaria capitata",2,1,2,26.65,0.21,26.65,26.5,26.8,0.15,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,82.25,0.35,82.25,82,82.5,0.25,2,20.85,1.2,20.85,20,21.7,0.85,2,13.82,0.39,13.82,13.55,14.1,0.27,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"626",626,"Phacellodomus ruber",2,2,2,37,0,37,37,37,0,2,209.5,7.78,209.5,204,215,5.5,1,76,NA,76,76,76,NA,1,97.2,NA,97.2,97.2,97.2,NA,1,22.4,NA,22.4,22.4,22.4,NA,1,21,NA,21,21,21,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"627",627,"Phacellodomus striaticollis",2,1,2,27,4.24,27,24,30,3,0,NA,NA,NA,Inf,-Inf,NA,1,62,NA,62,62,62,NA,1,77,NA,77,77,77,NA,2,22.8,1.41,22.8,21.8,23.8,1,2,15.3,0.99,15.3,14.6,16,0.7,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"628",628,"Phylloscartes paulista",2,2,2,7.4,1.98,7.4,6,8.8,1.4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,47.47,4.7,47.47,44.15,50.8,3.32,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"629",629,"Piculus aurulentus",2,2,2,64,2.83,64,62,66,2,2,215,5.66,215,211,219,4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"630",630,"Pionus reichenowi",2,1,1,190,NA,190,190,190,NA,2,245.5,2.12,245.5,244,247,1.5,0,NA,NA,NA,Inf,-Inf,NA,2,71.5,2.12,71.5,70,73,1.5,0,NA,NA,NA,Inf,-Inf,NA,2,24.68,0.21,24.68,24.53,24.83,0.15,2,23.06,0.57,23.06,22.66,23.46,0.4,2,15.77,0.3,15.77,15.55,15.98,0.21
"631",631,"Primolius maracana",2,2,2,354.5,99.7,354.5,284,425,70.5,2,439.5,10.61,439.5,432,447,7.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"632",632,"Psarocolius decumanus",2,2,2,121.5,38.89,121.5,94,149,27.5,2,374,12.73,374,365,383,9,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"633",633,"Pseudocolopteryx sclateri",2,1,2,7.1,0.57,7.1,6.7,7.5,0.4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,43,1.41,43,42,44,1,2,17.65,0.78,17.65,17.1,18.2,0.55,2,10.95,0.71,10.95,10.45,11.45,0.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"634",634,"Pteroglossus aracari",2,2,2,237.5,10.61,237.5,230,245,7.5,2,425.25,0.35,425.25,425,425.5,0.25,0,NA,NA,NA,Inf,-Inf,NA,2,147.16,8.26,147.16,141.32,153,5.84,0,NA,NA,NA,Inf,-Inf,NA,2,104.61,2.67,104.61,102.72,106.5,1.89,2,34.19,1.58,34.19,33.07,35.3,1.11,2,28.46,2.5,28.46,26.7,30.23,1.77
"635",635,"Saltator coerulescens",2,2,2,49,4.24,49,46,52,3,1,194,NA,194,194,194,NA,1,98,NA,98,98,98,NA,1,91.8,NA,91.8,91.8,91.8,NA,1,24,NA,24,24,24,NA,1,21.6,NA,21.6,21.6,21.6,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"636",636,"Sarkidiornis melanotos",2,1,2,1040,254.56,1040,860,1220,180,2,99,7.07,99,94,104,5,1,242,NA,242,242,242,NA,2,103.5,4.95,103.5,100,107,3.5,2,55,2.83,55,53,57,2,2,50.45,2.19,50.45,48.9,52,1.55,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"637",637,"Schoeniophylax phryganophilus",2,1,2,16,1.41,16,15,17,1,0,NA,NA,NA,Inf,-Inf,NA,2,59.5,2.12,59.5,58,61,1.5,2,122.5,9.19,122.5,116,129,6.5,2,23,0.28,23,22.8,23.2,0.2,2,10.65,0.21,10.65,10.5,10.8,0.15,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"638",638,"Scytalopus iraiensis",2,2,2,15.45,2.19,15.45,13.9,17,1.55,2,115,5.66,115,111,119,4,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"639",639,"Sicalis columbiana",2,1,2,10.4,2.26,10.4,8.8,12,1.6,2,100.5,7.78,100.5,95,106,5.5,2,57.85,0.21,57.85,57.7,58,0.15,2,40.8,0.99,40.8,40.1,41.5,0.7,2,15.2,0.28,15.2,15,15.4,0.2,2,11.4,0.71,11.4,10.9,11.9,0.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"640",640,"Sporophila plumbea",2,2,2,10.9,1.98,10.9,9.5,12.3,1.4,2,120.5,6.36,120.5,116,125,4.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"641",641,"Streptoprocne biscutata",2,1,0,NA,NA,NA,Inf,-Inf,NA,2,190,1.41,190,189,191,1,0,NA,NA,NA,Inf,-Inf,NA,2,59,7.07,59,54,64,5,0,NA,NA,NA,Inf,-Inf,NA,2,9.66,0.33,9.66,9.43,9.89,0.23,2,4.16,0.4,4.16,3.88,4.44,0.28,2,12.06,0.27,12.06,11.87,12.25,0.19
"642",642,"Tachycineta leucopyga",2,1,1,14,NA,14,14,14,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,108,1.41,108,107,109,1,2,11.6,0.14,11.6,11.5,11.7,0.1,2,9.5,0,9.5,9.5,9.5,0,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"643",643,"Tachycineta sp.",2,1,2,16.05,0.35,16.05,15.8,16.3,0.25,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,2,105.75,4.6,105.75,102.5,109,3.25,2,11.5,0.71,11.5,11,12,0.5,2,10.85,0.78,10.85,10.3,11.4,0.55,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"644",644,"Touit surdus",2,1,2,52.25,1.06,52.25,51.5,53,0.75,2,160,11.31,160,152,168,8,0,NA,NA,NA,Inf,-Inf,NA,2,45.5,0.71,45.5,45,46,0.5,0,NA,NA,NA,Inf,-Inf,NA,2,15.73,0.24,15.73,15.56,15.9,0.17,2,14.76,0.68,14.76,14.28,15.24,0.48,2,9.79,0.31,9.79,9.57,10.01,0.22
"645",645,"Triclaria malachitacea",2,2,2,145,52.33,145,108,182,37,1,270,NA,270,270,270,NA,1,146.7,NA,146.7,146.7,146.7,NA,2,133.1,56.43,133.1,93.2,173,39.9,2,17.3,2.69,17.3,15.4,19.2,1.9,0,NA,NA,NA,Inf,-Inf,NA,1,22,NA,22,22,22,NA,1,16.6,NA,16.6,16.6,16.6,NA
"646",646,"Turdus fumigatus",2,1,0,NA,NA,NA,Inf,-Inf,NA,2,213.5,12.73,213.5,204.5,222.5,9,0,NA,NA,NA,Inf,-Inf,NA,2,94.11,5.52,94.11,90.21,98.02,3.91,0,NA,NA,NA,Inf,-Inf,NA,2,24.37,0.83,24.37,23.78,24.96,0.59,2,7.48,0.6,7.48,7.06,7.91,0.43,2,13.11,0.84,13.11,12.51,13.7,0.59
"647",647,"Veniliornis mixtus",2,1,2,24,0,24,24,24,0,2,137.5,2.12,137.5,136,139,1.5,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"648",648,"Xipholena atropurpurea",2,1,2,61,7.07,61,56,66,5,2,173.25,1.77,173.25,172,174.5,1.25,0,NA,NA,NA,Inf,-Inf,NA,2,62.39,0.69,62.39,61.91,62.88,0.49,0,NA,NA,NA,Inf,-Inf,NA,2,16.92,1.82,16.92,15.63,18.21,1.29,2,5.79,0.16,5.79,5.68,5.9,0.11,2,12.28,1.17,12.28,11.45,13.11,0.83
"649",649,"Amazona rhodocorytha",1,1,1,480,NA,480,480,480,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,1,106,NA,106,106,106,NA,0,NA,NA,NA,Inf,-Inf,NA,1,29.6,NA,29.6,29.6,29.6,NA,1,29.6,NA,29.6,29.6,29.6,NA,1,18.8,NA,18.8,18.8,18.8,NA
"650",650,"Anhinga anhinga",1,1,1,1450,NA,1450,1450,1450,NA,1,873,NA,873,873,873,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA,0,NA,NA,NA,Inf,-Inf,NA
"651",651,"Antrostomus sericocaudatus",1,1,1,68,NA,68,68,68,NA,1,284,NA,284,284,284,NA,1,177,NA,177,177,177,NA,1,144,NA,144,144,144,NA,1,23,NA,23,23,23,NA,0,NA,NA,NA,Inf,-Inf,NA,1,3.4,NA,3.4,3.4,3.4,NA,1,32.4,NA,32.4,32.4,32.4,NA
"652",652,"Aramides ypecaha",1,1,1,760,NA,760,760,760,NA,1,530,NA,530,530,530,NA,1,223,NA,223,223,223,NA,1,91,NA,91,91,91,NA,1,88.1,NA,88.1,88.1,88.1,NA,1,71.9,NA,71.9,71.9,71.9,NA,1,23.9,NA,23.9,23.9,23.9,NA,0,NA,NA,NA,Inf,-Inf,NA
"653",653,"Aratinga auricapillus",1,1,1,116,NA,116,116,116,NA,1,300,NA,300,300,300,NA,1,137,NA,137,137,137,NA,1,167,NA,167,167,167,NA,1,16,NA,16,16,16,NA,1,23.6,NA,23.6,23.6,23.6,NA,1,23.36,NA,23.36,23.36,23.36,NA,1,13.57,NA,13.57,13.57,13.57,NA
"654",654,"Atticora tibialis",1,1,1,11,NA,11,11,11,NA,1,112,NA,112,112,112,NA,0,NA,NA,NA,Inf,-Inf,NA,1,50,NA,50,50,50,NA,0,NA,NA,NA,Inf,-Inf,NA,1,4.6,NA,4.6,4.6,4.6,NA,1,2.5,NA,2.5,2.5,2.5,NA,1,4,NA,4,4,4,NA
